"","GEOID10","stops2010","pop2010","stops2011","pop2011","stops2012","pop2012"
"1",36005000200,72,4334,74,4334,76,4334
"2",36005000400,45,5503,133,5503,81,5503
"3",36005001600,209,5643,366,5643,173,5643
"4",36005001900,146,1917,142,1917,157,1917
"5",36005002000,1160,8731,969,8731,980,8731
"6",36005002300,1324,4933,1008,4933,461,4933
"7",36005002400,11,4,23,4,11,4
"8",36005002500,1153,5491,766,5491,945,5491
"9",36005002701,1226,3113,884,3113,1015,3113
"10",36005002702,354,4475,317,4475,443,4475
"11",36005002800,291,5586,266,5586,123,5586
"12",36005003100,101,1597,158,1597,98,1597
"13",36005003300,289,3413,324,3413,363,3413
"14",36005003500,580,3761,678,3761,616,3761
"15",36005003700,286,245,126,245,337,245
"16",36005003800,69,1264,178,1264,79,1264
"17",36005003900,702,6475,851,6475,1496,6475
"18",36005004001,40,1420,32,1420,13,1420
"19",36005004100,1369,6127,1561,6127,1925,6127
"20",36005004200,875,7143,1327,7143,833,7143
"21",36005004300,718,5056,959,5056,1476,5056
"22",36005004400,1157,4797,809,4797,645,4797
"23",36005004600,165,1555,268,1555,102,1555
"24",36005004800,435,3883,1476,3883,510,3883
"25",36005005001,408,4767,758,4767,526,4767
"26",36005005002,667,5823,1833,5823,715,5823
"27",36005005100,1355,5810,1854,5810,3207,5810
"28",36005005200,156,2031,358,2031,108,2031
"29",36005005300,59,4669,27,4669,4,4669
"30",36005005400,400,5853,1000,5853,508,5853
"31",36005005600,207,2711,301,2711,165,2711
"32",36005005902,56,2582,69,2582,60,2582
"33",36005006000,64,1129,75,1129,87,1129
"34",36005006100,332,3713,417,3713,270,3713
"35",36005006200,722,6585,788,6585,684,6585
"36",36005006300,872,5280,817,5280,747,5280
"37",36005006400,112,3967,106,3967,81,3967
"38",36005006500,1329,5337,1060,5337,989,5337
"39",36005006700,1678,6984,944,6984,998,6984
"40",36005006800,149,2897,157,2897,65,2897
"41",36005006900,1002,7564,703,7564,334,7564
"42",36005007000,226,4584,384,4584,227,4584
"43",36005007100,200,1907,213,1907,297,1907
"44",36005007200,114,5432,265,5432,175,5432
"45",36005007300,625,3893,1300,3893,603,3893
"46",36005007400,53,3710,67,3710,101,3710
"47",36005007500,596,4869,695,4869,658,4869
"48",36005007600,158,5190,209,5190,213,5190
"49",36005007700,124,1927,208,1927,108,1927
"50",36005007800,173,6418,168,6418,130,6418
"51",36005007900,1055,6733,1749,6733,1030,6733
"52",36005008300,580,6155,567,6155,502,6155
"53",36005008400,17,2374,18,2374,7,2374
"54",36005008500,695,5457,786,5457,556,5457
"55",36005008600,740,4176,804,4176,780,4176
"56",36005008700,1103,5466,1707,5466,947,5466
"57",36005008900,300,3177,434,3177,273,3177
"58",36005009000,608,3667,426,3667,467,3667
"59",36005009200,191,5017,220,5017,110,5017
"60",36005009300,876,6356,1393,6356,1275,6356
"61",36005009600,371,2594,301,2594,191,2594
"62",36005009800,51,5038,122,5038,78,5038
"63",36005011000,21,151,40,151,14,151
"64",36005011502,1024,4340,1231,4340,1166,4340
"65",36005011700,261,1585,389,1585,329,1585
"66",36005011800,38,5089,46,5089,32,5089
"67",36005011900,713,5698,1382,5698,966,5698
"68",36005012101,244,3090,371,3090,251,3090
"69",36005012102,208,1631,317,1631,193,1631
"70",36005012300,295,4152,498,4152,342,4152
"71",36005012500,465,3905,513,3905,395,3905
"72",36005012701,405,2253,491,2253,323,2253
"73",36005012901,807,4015,1134,4015,896,4015
"74",36005013000,12,1032,6,1032,2,1032
"75",36005013100,900,5103,1004,5103,622,5103
"76",36005013200,150,5890,146,5890,84,5890
"77",36005013300,915,6384,937,6384,746,6384
"78",36005013500,728,3583,656,3583,427,3583
"79",36005013800,64,3042,81,3042,37,3042
"80",36005014100,299,3437,406,3437,240,3437
"81",36005014300,104,1003,335,1003,185,1003
"82",36005014400,642,5880,730,5880,307,5880
"83",36005014500,1086,5816,1336,5816,723,5816
"84",36005014701,776,6461,765,6461,671,6461
"85",36005014702,848,5110,630,5110,687,5110
"86",36005014900,514,4591,424,4591,200,4591
"87",36005015100,704,5409,878,5409,530,5409
"88",36005015200,99,2341,117,2341,70,2341
"89",36005015300,595,4031,583,4031,380,4031
"90",36005015500,551,3005,445,3005,359,3005
"91",36005015700,498,3580,638,3580,397,3580
"92",36005015800,21,1206,43,1206,23,1206
"93",36005015900,862,2164,1143,2164,784,2164
"94",36005016000,22,3767,59,3767,16,3767
"95",36005016100,486,4380,579,4380,276,4380
"96",36005016200,21,1769,31,1769,19,1769
"97",36005016300,330,0,274,0,147,0
"98",36005016400,23,1141,33,1141,20,1141
"99",36005016500,111,1077,149,1077,124,1077
"100",36005016600,35,2166,28,2166,15,2166
"101",36005016700,214,2047,200,2047,148,2047
"102",36005016900,248,1663,159,1663,96,1663
"103",36005017100,21,0,27,0,23,0
"104",36005017300,297,5987,592,5987,968,5987
"105",36005017500,964,6911,2444,6911,1701,6911
"106",36005017701,287,4294,852,4294,586,4294
"107",36005017702,306,4805,404,4805,317,4805
"108",36005017901,291,4677,421,4677,710,4677
"109",36005017902,305,3587,676,3587,822,3587
"110",36005018101,593,3300,767,3300,371,3300
"111",36005018102,670,5555,356,5555,781,5555
"112",36005018301,239,4525,155,4525,227,4525
"113",36005018302,185,3647,302,3647,228,3647
"114",36005018400,121,3855,121,3855,87,3855
"115",36005018500,753,7466,1055,7466,428,7466
"116",36005018900,451,7752,397,7752,322,7752
"117",36005019300,340,5461,346,5461,322,5461
"118",36005019400,206,1903,278,1903,196,1903
"119",36005019500,734,7756,482,7756,332,7756
"120",36005019700,1295,7501,1279,7501,1014,7501
"121",36005019900,234,8154,299,8154,303,8154
"122",36005020000,368,4878,372,4878,230,4878
"123",36005020100,156,4013,199,4013,114,4013
"124",36005020200,157,2155,166,2155,82,2155
"125",36005020400,173,2976,212,2976,115,2976
"126",36005020501,187,6996,172,6996,120,6996
"127",36005020502,137,1764,182,1764,41,1764
"128",36005020601,128,3050,92,3050,45,3050
"129",36005020900,204,4361,282,4361,321,4361
"130",36005021001,69,8521,128,8521,37,8521
"131",36005021002,69,6839,122,6839,42,6839
"132",36005021100,239,5565,256,5565,186,5565
"133",36005021200,40,5267,94,5267,33,5267
"134",36005021301,85,1201,159,1201,54,1201
"135",36005021302,168,5415,238,5415,158,5415
"136",36005021501,276,3506,203,3506,89,3506
"137",36005021502,270,6051,401,6051,118,6051
"138",36005021601,334,4206,761,4206,450,4206
"139",36005021602,129,5769,252,5769,136,5769
"140",36005021700,317,5334,354,5334,189,5334
"141",36005021800,352,6499,751,6499,337,6499
"142",36005021900,410,1367,599,1367,574,1367
"143",36005022000,64,1487,76,1487,92,1487
"144",36005022101,515,3849,392,3849,279,3849
"145",36005022102,477,5488,419,5488,351,5488
"146",36005022200,415,3425,548,3425,328,3425
"147",36005022300,899,5047,1133,5047,1287,5047
"148",36005022401,169,2708,165,2708,103,2708
"149",36005022403,273,3188,533,3188,463,3188
"150",36005022404,198,4509,276,4509,183,4509
"151",36005022500,528,7698,888,7698,1111,7698
"152",36005022701,281,5196,316,5196,140,5196
"153",36005022702,252,1699,294,1699,212,1699
"154",36005022703,40,1556,90,1556,35,1556
"155",36005022800,208,6218,220,6218,132,6218
"156",36005022901,345,5370,513,5370,167,5370
"157",36005022902,246,3273,273,3273,226,3273
"158",36005023000,199,2950,205,2950,155,2950
"159",36005023100,92,1537,164,1537,80,1537
"160",36005023200,180,2661,268,2661,179,2661
"161",36005023301,638,4377,326,4377,252,4377
"162",36005023302,115,3415,229,3415,91,3415
"163",36005023501,207,3341,391,3341,216,3341
"164",36005023502,435,4386,452,4386,335,4386
"165",36005023600,137,1907,125,1907,118,1907
"166",36005023702,213,1241,121,1241,60,1241
"167",36005023703,1312,5253,942,5253,380,5253
"168",36005023704,442,3758,809,3758,231,3758
"169",36005023800,209,2615,230,2615,199,2615
"170",36005023900,1358,8348,1904,8348,1087,8348
"171",36005024000,454,3882,537,3882,419,3882
"172",36005024100,1023,6182,1535,6182,694,6182
"173",36005024300,432,5685,564,5685,237,5685
"174",36005024400,56,2120,39,2120,26,2120
"175",36005024501,267,4864,176,4864,106,4864
"176",36005024502,239,3640,197,3640,106,3640
"177",36005024600,25,2058,21,2058,11,2058
"178",36005024700,28,1764,35,1764,11,1764
"179",36005024800,106,3363,138,3363,109,3363
"180",36005024900,41,0,34,0,25,0
"181",36005025000,59,2383,47,2383,29,2383
"182",36005025100,649,6802,1560,6802,433,6802
"183",36005025200,55,2530,34,2530,29,2530
"184",36005025300,799,6332,701,6332,614,6332
"185",36005025400,84,1959,56,1959,39,1959
"186",36005025500,235,6529,199,6529,222,6529
"187",36005025600,38,1663,38,1663,34,1663
"188",36005025700,23,1912,34,1912,25,1912
"189",36005026100,55,1932,73,1932,40,1932
"190",36005026300,749,6984,635,6984,539,6984
"191",36005026400,199,4935,135,4935,113,4935
"192",36005026500,591,6942,1166,6942,722,6942
"193",36005026601,54,2911,62,2911,44,2911
"194",36005026602,157,5301,145,5301,188,5301
"195",36005026701,118,4037,175,4037,128,4037
"196",36005026702,108,7040,122,7040,89,7040
"197",36005026900,166,3777,174,3777,80,3777
"198",36005027300,163,7942,190,7942,126,7942
"199",36005027401,70,4785,119,4785,72,4785
"200",36005027402,36,3386,69,3386,43,3386
"201",36005027600,44,473,97,473,78,473
"202",36005027700,217,5065,248,5065,146,5065
"203",36005027900,50,6966,83,6966,63,6966
"204",36005028100,12,3794,19,3794,15,3794
"205",36005028300,124,3149,176,3149,105,3149
"206",36005028400,162,894,159,894,204,894
"207",36005028500,283,3307,144,3307,200,3307
"208",36005028600,72,1191,45,1191,33,1191
"209",36005028700,31,3178,75,3178,52,3178
"210",36005028800,97,3097,92,3097,45,3097
"211",36005028900,68,4502,132,4502,175,4502
"212",36005029301,2,1875,1,1875,2,1875
"213",36005029302,4,5052,10,5052,8,5052
"214",36005029500,10,4240,25,4240,58,4240
"215",36005029600,69,2549,65,2549,43,2549
"216",36005029700,3,3554,6,3554,20,3554
"217",36005030000,136,5838,151,5838,106,5838
"218",36005030100,4,1304,2,1304,6,1304
"219",36005030200,84,8887,106,8887,168,8887
"220",36005030701,4,5378,1,5378,23,5378
"221",36005030900,12,3891,16,3891,30,3891
"222",36005031000,184,4415,128,4415,63,4415
"223",36005031200,32,1524,67,1524,13,1524
"224",36005031400,19,1966,23,1966,15,1966
"225",36005031600,21,1863,29,1863,10,1863
"226",36005031800,54,1810,53,1810,30,1810
"227",36005031900,1,751,3,751,6,751
"228",36005032300,2,4904,7,4904,8,4904
"229",36005032400,548,2957,319,2957,260,2957
"230",36005032600,69,3154,105,3154,72,3154
"231",36005032800,532,3979,402,3979,262,3979
"232",36005033000,552,5696,516,5696,459,5696
"233",36005033201,109,4115,88,4115,55,4115
"234",36005033202,282,4167,243,4167,128,4167
"235",36005033400,405,1351,348,1351,287,1351
"236",36005033500,11,2178,7,2178,12,2178
"237",36005033600,1955,6188,1719,6188,850,6188
"238",36005033700,14,2357,3,2357,16,2357
"239",36005033800,321,3818,360,3818,218,3818
"240",36005034000,147,4618,245,4618,121,4618
"241",36005034200,51,1675,48,1675,39,1675
"242",36005034300,8,1649,10,1649,5,1649
"243",36005034400,40,1736,41,1736,38,1736
"244",36005034500,14,3566,9,3566,24,3566
"245",36005034800,411,6129,496,6129,491,6129
"246",36005035000,146,1925,169,1925,166,1925
"247",36005035100,10,3186,13,3186,21,3186
"248",36005035600,33,2027,48,2027,62,2027
"249",36005035800,214,7166,218,7166,246,7166
"250",36005035900,345,2061,349,2061,394,2061
"251",36005036000,55,2706,48,2706,80,2706
"252",36005036100,322,6019,293,6019,477,6019
"253",36005036300,223,7509,298,7509,530,7509
"254",36005036400,185,2557,253,2557,253,2557
"255",36005036501,169,3965,188,3965,207,3965
"256",36005036502,63,2423,99,2423,94,2423
"257",36005036700,68,2599,91,2599,52,2599
"258",36005036800,111,2011,116,2011,106,2011
"259",36005036901,131,2005,68,2005,139,2005
"260",36005036902,113,2119,133,2119,166,2119
"261",36005037000,23,2303,47,2303,67,2303
"262",36005037100,136,4241,135,4241,165,4241
"263",36005037200,124,2222,110,2222,117,2222
"264",36005037300,214,5318,304,5318,429,5318
"265",36005037400,525,3441,563,3441,425,3441
"266",36005037504,211,3677,403,3677,475,3677
"267",36005037600,38,2148,39,2148,52,2148
"268",36005037800,169,3048,349,3048,245,3048
"269",36005037900,193,5093,256,5093,210,5093
"270",36005038000,472,4585,986,4585,702,4585
"271",36005038100,263,6382,258,6382,137,6382
"272",36005038200,121,2596,138,2596,136,2596
"273",36005038301,932,4797,707,4797,278,4797
"274",36005038302,343,6106,471,6106,314,6106
"275",36005038500,121,4758,298,4758,155,4758
"276",36005038600,297,7409,193,7409,283,7409
"277",36005038700,192,3216,249,3216,302,3216
"278",36005038800,59,2606,40,2606,39,2606
"279",36005038900,229,5325,220,5325,272,5325
"280",36005039000,260,2975,699,2975,311,2975
"281",36005039100,242,6992,414,6992,271,6992
"282",36005039200,271,1781,332,1781,229,1781
"283",36005039300,142,8143,282,8143,187,8143
"284",36005039400,224,4573,207,4573,150,4573
"285",36005039500,155,4146,264,4146,281,4146
"286",36005039600,320,3756,415,3756,272,3756
"287",36005039700,231,3702,158,3702,92,3702
"288",36005039800,68,3090,95,3090,79,3090
"289",36005039901,926,5228,1491,5228,692,5228
"290",36005039902,601,5279,768,5279,348,5279
"291",36005040100,975,4593,2377,4593,1388,4593
"292",36005040302,394,4386,503,4386,382,4386
"293",36005040303,131,4478,183,4478,138,4478
"294",36005040304,186,3794,245,3794,240,3794
"295",36005040400,122,3016,178,3016,107,3016
"296",36005040501,170,4397,201,4397,110,4397
"297",36005040502,544,6863,578,6863,258,6863
"298",36005040600,436,3490,382,3490,349,3490
"299",36005040701,84,3347,111,3347,97,3347
"300",36005040702,159,6652,255,6652,227,6652
"301",36005040800,220,4263,208,4263,153,4263
"302",36005040900,178,3637,206,3637,285,3637
"303",36005041100,142,2931,76,2931,58,2931
"304",36005041300,223,7384,174,7384,169,7384
"305",36005041400,328,5027,276,5027,353,5027
"306",36005041500,65,5461,70,5461,81,5461
"307",36005041800,122,3598,97,3598,110,3598
"308",36005041900,356,6734,551,6734,507,6734
"309",36005042000,202,3850,247,3850,212,3850
"310",36005042100,357,5922,456,5922,429,5922
"311",36005042200,169,3086,132,3086,94,3086
"312",36005042300,72,4100,206,4100,93,4100
"313",36005042400,113,2481,93,2481,71,2481
"314",36005042500,284,6793,327,6793,279,6793
"315",36005042600,92,6387,163,6387,101,6387
"316",36005042800,41,2173,42,2173,52,2173
"317",36005042901,42,3420,68,3420,58,3420
"318",36005042902,230,3845,231,3845,128,3845
"319",36005043000,71,2898,38,2898,43,2898
"320",36005043100,203,9680,308,9680,199,9680
"321",36005043400,253,3592,263,3592,274,3592
"322",36005043500,293,39,424,39,406,39
"323",36005043600,36,2032,24,2032,40,2032
"324",36005044200,605,3555,547,3555,565,3555
"325",36005044400,93,3878,147,3878,125,3878
"326",36005044800,30,2026,49,2026,36,2026
"327",36005044901,13,1818,10,1818,8,1818
"328",36005044902,15,1949,24,1949,24,1949
"329",36005045101,10,1656,9,1656,10,1656
"330",36005045102,14,1894,9,1894,11,1894
"331",36005045600,37,2896,68,2896,48,2896
"332",36005045800,757,6123,826,6123,520,6123
"333",36005046000,78,2741,51,2741,60,2741
"334",36005046201,697,26588,627,26588,593,26588
"335",36005046202,647,8277,562,8277,391,8277
"336",36005048400,393,3598,300,3598,266,3598
"337",36005050400,14,39,21,39,9,39
"338",36005051600,95,4362,103,4362,119,4362
"339",36047000100,74,4338,115,4338,84,4338
"340",36047000200,126,1470,226,1470,215,1470
"341",36047000301,59,4259,72,4259,43,4259
"342",36047000501,47,4247,43,4247,37,4247
"343",36047000502,72,2512,59,2512,41,2512
"344",36047000700,46,3359,67,3359,74,3359
"345",36047000900,188,4172,239,4172,161,4172
"346",36047001100,476,84,733,84,516,84
"347",36047001300,177,2275,237,2275,165,2275
"348",36047001500,499,3521,537,3521,518,3521
"349",36047001800,123,2105,183,2105,156,2105
"350",36047002000,138,1672,200,1672,168,1672
"351",36047002100,466,3604,644,3604,422,3604
"352",36047002200,147,4613,139,4613,222,4613
"353",36047002300,620,4247,510,4247,710,4247
"354",36047002901,566,3218,645,3218,472,3218
"355",36047003000,55,1730,32,1730,25,1730
"356",36047003100,196,2472,411,2472,256,2472
"357",36047003300,455,2327,543,2327,329,2327
"358",36047003400,112,3047,80,3047,71,3047
"359",36047003500,489,1554,465,1554,209,1554
"360",36047003600,24,3804,24,3804,29,3804
"361",36047003700,700,390,945,390,506,390
"362",36047003800,4,1498,16,1498,8,1498
"363",36047003900,213,2229,217,2229,137,2229
"364",36047004100,182,3598,182,3598,129,3598
"365",36047004300,222,3008,292,3008,252,3008
"366",36047004400,93,2359,95,2359,66,2359
"367",36047004500,108,3325,109,3325,84,3325
"368",36047004600,72,1199,54,1199,46,1199
"369",36047004700,97,1445,55,1445,39,1445
"370",36047004900,22,2516,29,2516,15,2516
"371",36047005000,39,2276,10,2276,25,2276
"372",36047005100,108,2171,114,2171,66,2171
"373",36047005201,5,1829,4,1829,5,1829
"374",36047005202,7,2481,17,2481,8,2481
"375",36047005300,762,1888,563,1888,602,1888
"376",36047005400,28,3139,26,3139,32,3139
"377",36047005601,5,2505,15,2505,5,2505
"378",36047005602,38,1586,35,1586,28,1586
"379",36047005800,84,3152,63,3152,61,3152
"380",36047005900,382,1384,352,1384,405,1384
"381",36047006000,59,2826,66,2826,70,2826
"382",36047006200,65,2853,54,2853,45,2853
"383",36047006300,83,1892,68,1892,93,1892
"384",36047006400,64,3478,83,3478,61,3478
"385",36047006500,166,5191,145,5191,149,5191
"386",36047006600,98,3663,122,3663,93,3663
"387",36047006700,111,3301,101,3301,107,3301
"388",36047006800,203,4870,144,4870,114,4870
"389",36047006900,332,3537,339,3537,273,3537
"390",36047007000,58,2344,56,2344,55,2344
"391",36047007100,960,4495,821,4495,613,4495
"392",36047007200,35,1946,51,1946,68,1946
"393",36047007400,227,5451,282,5451,332,5451
"394",36047007500,353,4383,326,4383,273,4383
"395",36047007600,217,4412,292,4412,309,4412
"396",36047007700,847,3901,606,3901,527,3901
"397",36047007800,260,5068,306,5068,211,5068
"398",36047008000,149,4169,235,4169,260,4169
"399",36047008200,156,4141,214,4141,191,4141
"400",36047008400,253,3299,388,3299,322,3299
"401",36047008500,1196,6956,1057,6956,1239,6956
"402",36047008600,80,0,121,0,100,0
"403",36047008800,66,3207,172,3207,113,3207
"404",36047009000,61,2994,114,2994,127,2994
"405",36047009200,135,5388,247,5388,176,5388
"406",36047009400,103,5805,222,5805,142,5805
"407",36047009600,267,6126,440,6126,203,6126
"408",36047009800,410,7024,442,7024,359,7024
"409",36047010000,318,6737,361,6737,253,6737
"410",36047010100,81,4093,230,4093,156,4093
"411",36047010200,249,5622,280,5622,260,5622
"412",36047010400,100,5908,141,5908,131,5908
"413",36047010600,176,5851,193,5851,206,5851
"414",36047010800,136,5280,255,5280,197,5280
"415",36047011000,148,2441,137,2441,137,2441
"416",36047011200,229,6436,314,6436,159,6436
"417",36047011400,58,3976,101,3976,40,3976
"418",36047011600,53,4816,53,4816,51,4816
"419",36047011700,84,2364,184,2364,128,2364
"420",36047011800,153,2253,127,2253,193,2253
"421",36047011900,283,1530,324,1530,220,1530
"422",36047012000,81,1268,114,1268,58,1268
"423",36047012100,117,1619,170,1619,105,1619
"424",36047012200,188,5339,205,5339,224,5339
"425",36047012600,98,2652,88,2652,103,2652
"426",36047012700,759,3507,695,3507,523,3507
"427",36047012801,29,2117,30,2117,16,2117
"428",36047012901,454,2159,453,2159,352,2159
"429",36047012902,84,1964,123,1964,128,1964
"430",36047013000,131,4792,170,4792,229,4792
"431",36047013100,160,3828,227,3828,138,3828
"432",36047013200,68,2239,52,2239,38,2239
"433",36047013300,89,3730,105,3730,91,3730
"434",36047013400,112,3907,128,3907,122,3907
"435",36047013500,151,3596,184,3596,126,3596
"436",36047013600,52,3927,63,3927,48,3927
"437",36047013700,152,3057,216,3057,164,3057
"438",36047013800,77,3168,183,3168,176,3168
"439",36047013900,161,3481,185,3481,157,3481
"440",36047014000,15,1826,35,1826,21,1826
"441",36047014100,66,3017,195,3017,91,3017
"442",36047014200,68,3223,104,3223,100,3223
"443",36047014300,75,3487,253,3487,63,3487
"444",36047014500,68,4179,299,4179,100,4179
"445",36047014700,16,2084,123,2084,29,2084
"446",36047014800,5,1209,7,1209,16,1209
"447",36047014900,55,4976,226,4976,63,4976
"448",36047015000,50,1574,45,1574,44,1574
"449",36047015100,42,3578,81,3578,53,3578
"450",36047015200,27,2309,11,2309,17,2309
"451",36047015300,131,3041,149,3041,121,3041
"452",36047015400,19,0,25,0,19,0
"453",36047015500,57,3272,66,3272,79,3272
"454",36047015700,47,4135,38,4135,84,4135
"455",36047015900,136,5036,178,5036,232,5036
"456",36047016000,169,4217,213,4217,174,4217
"457",36047016100,120,3075,112,3075,115,3075
"458",36047016200,30,2082,34,2082,25,2082
"459",36047016300,99,2991,83,2991,68,2991
"460",36047016500,35,5141,93,5141,87,5141
"461",36047016600,39,2059,30,2059,50,2059
"462",36047016700,45,4638,55,4638,74,4638
"463",36047016800,21,1510,16,1510,6,1510
"464",36047016900,48,4497,124,4497,45,4497
"465",36047017000,45,3254,20,3254,22,3254
"466",36047017100,12,3749,41,3749,11,3749
"467",36047017200,42,2931,37,2931,37,2931
"468",36047017400,30,1793,25,1793,33,1793
"469",36047017500,64,5,158,5,91,5
"470",36047017600,66,2295,73,2295,64,2295
"471",36047017700,703,0,659,0,734,0
"472",36047017800,87,2898,93,2898,108,2898
"473",36047017900,354,3624,387,3624,321,3624
"474",36047018000,82,3193,68,3193,105,3193
"475",36047018100,441,3936,409,3936,238,3936
"476",36047018200,150,3163,135,3163,187,3163
"477",36047018300,311,2500,330,2500,205,2500
"478",36047018400,33,2002,16,2002,18,2002
"479",36047018501,880,3827,930,3827,788,3827
"480",36047018600,30,2124,35,2124,23,2124
"481",36047018700,87,1411,82,1411,53,1411
"482",36047018800,36,2640,33,2640,36,2640
"483",36047019000,155,4782,140,4782,92,4782
"484",36047019100,243,2332,183,2332,203,2332
"485",36047019200,150,2772,138,2772,172,2772
"486",36047019300,210,5628,148,5628,116,5628
"487",36047019400,78,3305,88,3305,50,3305
"488",36047019500,186,3366,146,3366,134,3366
"489",36047019600,48,4353,79,4353,62,4353
"490",36047019700,293,3313,194,3313,175,3313
"491",36047019800,4,1702,37,1702,17,1702
"492",36047019900,516,2929,483,2929,327,2929
"493",36047020000,17,2265,22,2265,47,2265
"494",36047020100,495,3421,413,3421,487,3421
"495",36047020200,19,1874,14,1874,17,1874
"496",36047020300,110,1697,124,1697,91,1697
"497",36047020400,9,1708,13,1708,13,1708
"498",36047020500,121,2469,74,2469,51,2469
"499",36047020600,26,2220,21,2220,7,2220
"500",36047020700,56,4310,71,4310,25,4310
"501",36047020800,18,3048,43,3048,41,3048
"502",36047021000,67,3968,57,3968,57,3968
"503",36047021100,229,1210,328,1210,200,1210
"504",36047021200,69,4643,75,4643,47,4643
"505",36047021300,1099,4205,355,4205,460,4205
"506",36047021400,74,2152,91,2152,94,2152
"507",36047021500,205,5307,182,5307,96,5307
"508",36047021600,16,4015,23,4015,27,4015
"509",36047021700,878,3597,501,3597,511,3597
"510",36047021800,22,3761,85,3761,59,3761
"511",36047021900,401,3595,328,3595,340,3595
"512",36047022000,62,4939,55,4939,52,4939
"513",36047022100,389,3609,377,3609,316,3609
"514",36047022200,53,4693,72,4693,73,4693
"515",36047022400,50,5486,69,5486,61,5486
"516",36047022600,117,2516,116,2516,108,2516
"517",36047022700,1117,3454,1013,3454,917,3454
"518",36047022800,79,3306,77,3306,66,3306
"519",36047022900,124,3395,117,3395,196,3395
"520",36047023000,30,4515,22,4515,46,4515
"521",36047023100,210,3025,241,3025,270,3025
"522",36047023200,35,5699,28,5699,41,5699
"523",36047023300,1048,5061,1031,5061,796,5061
"524",36047023400,31,5059,19,5059,20,5059
"525",36047023500,243,3928,177,3928,186,3928
"526",36047023600,13,5600,20,5600,29,5600
"527",36047023800,14,4590,18,4590,20,4590
"528",36047024000,15,4693,28,4693,29,4693
"529",36047024100,423,2229,445,2229,510,2229
"530",36047024200,29,2984,34,2984,65,2984
"531",36047024300,345,3786,228,3786,327,3786
"532",36047024400,75,3238,62,3238,61,3238
"533",36047024500,355,3946,234,3946,300,3946
"534",36047024600,63,3256,79,3256,38,3256
"535",36047024700,524,2316,690,2316,636,2316
"536",36047024800,81,2698,65,2698,45,2698
"537",36047024900,936,3823,823,3823,857,3823
"538",36047025000,185,1722,131,1722,114,1722
"539",36047025100,816,3816,768,3816,763,3816
"540",36047025200,118,4786,75,4786,59,4786
"541",36047025300,208,2754,178,2754,203,2754
"542",36047025400,137,3500,89,3500,53,3500
"543",36047025500,1080,5102,931,5102,1364,5102
"544",36047025600,89,3058,85,3058,74,3058
"545",36047025700,345,2131,365,2131,496,2131
"546",36047025800,53,4597,78,4597,73,4597
